S.No,text,Label
1930,గరికపాటి వారు నిజమే చెప్పారు,non-hate
1931,గరికపాటి గారు బాగా చెప్పారు ...చెడును హైలెట్ చేయడం ద్వార యువత త్వరగా ఫాలో అయి వారు సమాజం చెడువి గురవుతున్నది,non-hate
1932,చాలా యూట్యూబ్ చానల్లలో మీరు చెప్పిన గరికపాటి వారి అభిప్రాయం ప్రచారమౌతున్నది. వాటి కింద కామెంటులను సినిమా రంగం వారు చదివితే ప్రజాభిప్రాయం తెలుస్తోంది. ఏమైనా అనుకోని అనుకుంటే ఒకనాడు వారి భార్యాపిల్లలపై అదే ప్రభావం పడవచ్చు. చివరగా బుధ్ధి చెబుతుంది…,non-hate
1933,sonam kapoor ni rape nadhi road o vadhileyala,hate
1934,alia bhatt cheshe overaction ki hatsoff ,non-hate
1935,first koja johar ni india nunchi tarmidengithe sangam pedha pothadhi,hate
1936,గారిక పాటిగారి తో నేను కూడా ఏకీభవిస్తున్నాను,non-hate
1937,alsa janalu erripuk galu jagan ni cm cheyadam enti ,hate
1938,నేను వైస్సార్సీపీ పార్టీ కార్యకర్తను అయినా కూడ తెలుగు రాష్ట్రాల తరపున కేంద్రం తో దీటుగా మాట్లాడిన ఈ నాయకుడికి పార్టీలకు అతీతంగా సెల్యూట్ చేస్తున్నాను,non-hate
1939,కొంచం ఘాటుగా వ్యాఖ్యానించారు...... కానీ నిజం అదే కదా…,non-hate
1940,ఆ డబ్బు కూడా దొబ్బాడు మా ముఖ్యమంత్రి,non-hate
1941,టెక్నికల్ ప్రాబ్లo అని సింపుల్ గా తేల్చాసారు .,non-hate
1942,"బాల యోగి, ఏర్రం నాయుడు, లాల్జాన్ బాషా ముగ్గురు చంద్రబాబు తయారు చేసిన లీడర్స్..",non-hate
1943,చంద్రబాబు నాయుడు గారి పేరు చెప్తే ఏమి చేయలేడు కానీ జగన్ గాని పేరు చెప్తే నిన్ను బొక్కలో వేసి కుమ్ముతాడు,non-hate
1944,నీకు మళ్ళీ ఇంకో చెంప దెబ్బ తగిలితే బుద్ధి రాదు అనుకుంటా ,non-hate
1945,వీడు పోటీచేస్తే వార్డు నెంబర్ కూడా గెలవడు వీడు చంద్రబాబు నాయుడు గారిని టార్గెట్ పెట్టుకొని తెలంగాణలో చెంప దెబ్బలు తిన్నాడు,non-hate
1946,pichi lanjakodukuvi Chandra Babu Kali gotiki saripovu,hate
1947,Hero ni Baga encourage chestundi papa....,non-hate
1948,100 cr cheralante 500 cr petti movie thiyyali,non-hate
1949,నువ్వు ఏదో ఒక రోజు 10లక్షల క్లబ్ లో ఖచ్చితంగా చేరుతావు అన్నా....చేరుతావ్…,non-hate
1950,Acting super undhi ga bro just story lo dammu ledh,non-hate
1951,anusya potti potti dress esukoni expose chesthe hot rape sexy fogure comments tappa em vasthaai,hate
1952,Avnu anna ఇన్ని రోజులు వాని వీడియోస్ చూసా but వాళ్లు ఇలాంటి క్యారెక్టర్ worrust చిల్లర... గాళ్లు,non-hate
1953,టికెట్ డబ్బులు తో వీళ్లు దొబ్బి తింటున్నారు,non-hate
1954,"Enti villu ee cinema ni oka bahubali, kgf kante ekkuva uhinchukuntunattu unnaru..papam.. picchi vedava",non-hate
1955,Ila extras cheyadam. Cinema ki karchu pettam so people should pay 450/- antaaru.,non-hate
1956,"Cinema karchulakantey, ee karchule ekkuva papam producers ki",non-hate
1957,Mana paisal tovallu njoy chestunnaru mundu manaki buddiledu,hate
1958,పోనీ ఆంధ్రప్రదేశ్ కు separate కరెన్సీ నోటు పెట్టీ నోట్లు గుద్దు జగన్ అన్న గాంధి గారి ఫొటో బదులు నీ ఫొటో పెట్టు అన్న ,non-hate
1959,ఇంత తెలివైన ముఖ్యమంత్రి ని ఎన్నుకున్నారు,non-hate
1960,basavraj oka rapist gadini support chesthunnadu endhuku vadu brahmin kabati,hate
1961,himanata asala siggu ledhu kerjiwal lanti valla pettukovadaniki,hate
1962,అన్నో మనకి కూడా ఒక మిషన్ అడుగు. కొట్టుకుందాం,non-hate
1963,jagan amma vadi dabbulu pettali nanna gudda lo nunchi leppali,hate
1964,అన్నా.....మనం కూడా ఒక మెషినీ కొనుక్కుందాం... మనమే గుద్దుకుందాం....,non-hate
1965,అన్నా...ఒక్కో సచివాయంకి ఒక్కో మిషన్ ఇచ్చి పడేయ్ అన్నా....తర్వాత చూసుకుందాం…,non-hate
1966,nehru amman denga ni valla india pakistan godava inka vundhi,hate
1967,"నెక్స్ట్  అప్పు దొరక్కపోతే , అన్న  చేసే పని అదే  …",non-hate
1968,ఎందరో  మహాను బావులు  వుంటారు వాళ్లు ఊరికెనే ఉండరు,non-hate
1969,"
lakshmankumar kavali
Next Step is tdp vallu money print cheyakunda adukuntunaru ane press meet pette mare chepatadu",non-hate
1970,RBI అప్పు ఇవ్వకపోతే కేంద్రం మెడలు వంచి ఫ్రింటింగ్ మిషన్ తీసుకొస్తాను అని మాటిస్తున్న,non-hate
1971,"ఆంద్రాని వెనిజులా,శ్రీ లంకల చెయ్యాలి అని కంకణం కట్టుకున్నాం అన్నమాట",non-hate
1972,andhra ni dengali ante jagan abivudri ante cbn,hate
1973,ఇంత పరిజ్ఞానం ఉన్న సీఎం ఆంధ్రకి సీఎం కావడం ఎన్నో జన్మల పుణ్యం,non-hate
1974,"
అన్నయ్య ప్రింటింగ్ మిషన్ ద్వారా 6093 కోట్ల రూపాయలు వన్ డే ప్రింటింగ్",non-hate
1975,ఈయన గారు ఏమి మాట్లాడతాడో తెలియదు,non-hate
1976,అన్నా కొన్ని మిషన్ లు  అడుగు అన్న work from home  చేసుకుంటూ నీకు కొంత కమిషన్ ఇస్తాను,non-hate
1977,jagan gabbu gadu cbn pettina manchi padakalu ni tolagichi auto valla ki 10000rs esthunnaru,hate
1978,Free ga icchina cinema theatre deggariki kuda evvadu raadu,non-hate
1979,Son of india ticket booking records ni baddalu kottaalani asisthunnanu,non-hate
1980,Aha atna son of India ki theater lo okkadaina unnadu ticket rate penchithe aa okkadu kooda undadu appudu house full kaadu house nill avvuddi,non-hate
1981,వాడు ఏదో జోక్ చేస్తే అది నువ్వు నమ్మడమే నా,non-hate
1982,arey meru mi chillaru mokhalu chillaru jokes vaddu ra babu ,hate
1983,jabadrasth oka chillaru show  anni double meaing daniki lnja roja inka rashmi,hate
1984,roja oka noru vunna pichi lanja noru vundhaani edho edho matladthi,hate
1985,"eii yevudra veedu, andanga vunnav antunnadu, akka antunnadu",non-hate
1986,Jagartha antunadu andham antunadu akka antunnadu ento veedu em ardham kavadam ledhu em antunado ardham kavadam ledhu antha confusing ga vundhi! ,non-hate
1987,manamu  THE DSP MAGIC ni miss avuthunam in AUDIO LAUNCHES,non-hate
1988,Andhra police meedha eppudo nammakam poyindhi..,non-hate
1989,అన్నిచోట్ల ఇలాగే బాధ పెడుతున్నరు సార్  పోలీసులు,non-hate
1990,ఆ వెర్రి వెంగళప్ప మొహం ఏందిరా నాయనా,non-hate
1991,తెలుగు లో మాట్లాడడా .. అది జగనీస్ కదా .. !! కొంప తీసి రమణ గారికి జగనీస్ వచ్చేమో !!!,non-hate
1992,do-lund oka oka daridudu asla valla hate crime ekkuva ayindhi vadi valla vadu vari donga buddi,hate
1993,మాతృ భాష తెలుగు అంటే అంత లోకువా    పక్క రాష్ట్రాల వాళ్ళు వారి మాతృ భాష కి ఎంత గౌరవం ఇచ్చు కుంటారో చూసి నేర్చుకోండి,non-hate
1994,సాక్షి ఎప్పుడు కరెక్ట్ రాసింది... అది ఎప్పుడు తప్పే రాస్తుంది,non-hate
1995,ఇలాంoటి తప్పులు చాలా రాసింది నీ అవినీతి పత్రిక,non-hate
1996,ఈ రోజు ముఖ్యమంత్రి గారు కూడా ఒప్పుకున్నారు.... సాక్షీ లో వచ్చేవి తప్పని....,non-hate
1997,bonda uma dhi oka kukka jeevitham adeskha,hate
1998,Sakshi correct eppudu rasindani Meeru mee jokulu,non-hate
1999,Cut paste... video cut aaeindhi,non-hate
2000,సాక్షి అంటేనే అబద్దలకు care of address,non-hate
2001,చెప్పేది పూర్తిగా చెప్పనిస్తే సరిపోతా ది,non-hate
2002,Pk Power supply....lo meru okka star...,non-hate
2003,na life lo anna ute nenuu vutha,non-hate
2004,Idhi matram correct bro ayana gelavadam maki avasaram simple ga cheppalante.....nijanga ayana dabbulu sampadhinchalante yearly 100 crores cinemallone easyga earn cheyagaladu.....yevadiki dabbulu longalsina avasaram ledhu....,non-hate
2005,Hatsoff to you bro e mattalu andhru artham chesuko vali,non-hate
2006,మై లవ్ ఎన్టీఆర్ ఐ లవ్ యు ఎన్టీఆర్,non-hate
2007,అహం+కొవ్వు=ఈగో ఎక్కువయితే అంతే మేడం...,hate
2008,ఈ మాటలతో నీ మీద ఉన్న గౌరవం పోయింది తూ,hate
2009,చిరంజీవి గారు మనసులో ఏం పెట్టుకోకుండా అంత మంచిగా మాట్లాడిండు..........నీకు ---------- కొవ్వు ఎక్కువ అందుకని ఇట్లా మాట్లాడుతున్నావ్,hate
2010,"Dheeni Dhrustilo idhi okkate Pedhha  sincere Politicion ,migatha vallu time pass chesevallu..asal aa Body Language endhi",hate
2011,"దీనికి చాలా బలుపు. పొగరు. అందుకే దీనిబ్రతుకు ఇలా ఉంది. ఆయన అంత ప్రేమగా మాట్లాడినా ఆ గౌరవాన్ని కూడా తప్పు గా అర్ధం చేసుకునే ఇలాంటి దరిద్రపు ముండ లని దూరంగా ఉంచాలి.
",hate
2012,ఇలా వాగే ఛీ అని పరిశ్రమ పెద్దలు దూరంగా పెట్ట రు మహేష్ మళ్ళీ దరిద్రని మళ్ళీ స్టేజీ మీదకు తెచ్చాడు 20సం చిరు చాలా నష్టపోయారు,hate
2013,"బొక్కలోడిది సరదాగా...నా, కాదు...... ప్రేమతో....నీలాంటి పనికిమాలిన వారిని కూడా ప్రేమతో..మాట్లాడడం ఆయన చేసిన తప్పు. నువ్వెక్కడ... మెగాస్టార్ ఎక్కడ.",hate
2014,కేశినేని నాని లేకపోతే TDP కి ఊడేదేముంది. ఇంత ఓవర్ చేసేవాడు అవసరమా పార్టీకి,hate
2015,Yevaremanukunna..... CBN gaaru valuable person......,non-hate
2016,MLA అయిన MP అయిన గేట్ బయటే వుండాలి,hate
2017,వీడికి నిజంగా బేసిక్ సెన్స్ లేదు!! చూస్తే తెలియడంలా???,hate
2018,చంద్రబాబు శివుడు లాంటి వాడు.. విషాన్ని కూడా తనలోకి తీసుకుంటాడు...ఇక ఇలాంటివి ఒక లెక్కే కాదు.,non-hate
2019,Poyakalam deggara padinappudu alage chestharu,hate
2020,Bgm tho goosebumps tepinchadu,non-hate
2021,"ఓం జై బోలో గణేష్ మహారాజు కే జై
ఓం నమో బ్రహ్మా నమో విష్ణు నమో నమః Jai Hind జై శ్రీ రామ్",non-hate
2022,"Excellent షాట్,  goose bumps. జై శ్రీ కృష్ణ",non-hate
2023,Ennisarlu chusina chudalanipinche great scene idi,non-hate
2024,మరదే తెలిసి తెలిసి నిప్పుల్లో చేతులు పెట్టడం అంటే,hate
2025,Vadiki scene lekunna cinema teesinpellam pillala life nashanam chesadu...vadini pogadaksina anta scene ledu...valla family interview lo enta badha paddari chuste ee elevation undadu,hate
2026,Avasaram a vadiki,hate
2027,Pasaleni.... personality dhanraj thana comedy kuda em bagundadu,hate
2028,Dhanraj -- idi Edo Theda ga undi ee ,hate
2029,hero ipodham industry ni yeledham ante last ki bokka ipotham,hate
2030,"unde money tho manchi mirror konukunivunte, intha money loss chesundevadika",hate
2031,"Veedu Aids patient la untadu, hero enti ma karma",hate
2032,Erripuvvu panulu,hate
2033,Ami parvaldhu.vedu pedha bokka,hate
2034,Niv hero entra lafoot gs,hate
2035,Painleni producers ki panileni nastalu ,hate
2036,ఏంది అమ్మడు గొంతు వణుకుతుంది ముసల్దానికి మల్లే అంతే తగ్గేది లేదు జగన్మోహన్ రెడ్డి జైల్లో వేస్తాడు,hate
2037,సిగుండాలి కూసింత.. ఛీ ఛీ ఏం బతుకులే మీయి,hate
2038,Thanks talli... Koncham naalika mandam laaga undhi.,hate
2039,ఓరీ...మీనొట్లో పురుగులు పడా...నోటి క్యాన్సర్ వచ్చి పోతారు...,hate
2040,ఈ అమ్మాయి సిగ్గు లేకుండా ఇంకా కావరింగ్ ఒకటి,hate
2041,Waste gaadu jagan ..  ma dabbulu అనవసరం గా కర్చు చేస్తున్నాడు,hate
2042,Okkasari chance ivvandi Chala manchi manishi CM Kavali Jai Janasena,non-hate
2043,Rastam bagunddali ante pawankalyan cm khavali rastam bagupaduthundhi,non-hate
2044,Correct ga cheppav anna ee vedhavalaki intha alochana ledu em chestham,hate
2045,Poor people ki middle class varu happy ga brathakavachu,non-hate
2046,Ha bokkale veedu vadi babu lage,hate
2047,Bokka laga vundhi movie 2 nd half lekapothe movie oka sari kuda chudalem,hate
2048,"Sollu cinema, oka move ayina oka splist boxer move ayinatu unda baddakam punch lu, lazyy moves ,",hate
2049,One more flop hero part of Nepotism Gang,hate
2050,Chala manchi Pani chesaru,non-hate
2051,Pichola gurinchi vinadame gane direct ga epudu e video lo chustuna ...,non-hate
2052,ఈ వీడియో వాళ్ళ లవర్ చూస్తే వాళ్ళ లవర్ మైండ్ పోతుంది.,hate
2053,Nani fans ante mamoluga undadhu mari super love you nani love you,non-hate
2054,పూజ హెగ్డే కంటే anchor సూపర్ ఉందిగా,non-hate
2055,ఏం అనుకుంటున్నావు అంకార్....రగన్న ఉప్పు కారం తింటలేడు అనుకున్నావా,hate
2056,Nenu aitey denkapota akkadnunchi,hate
2057,Ami chasarante  uday kiran ni champaru vedi nepotism valla,hate
2058,Mem vallani star's chesam Inka yem cheyali okka Pani cheye bro Nuve ne wife ki Pawan deggara ampi ne vatha aye potundi k na,hate
2059,Mana  paristhithi yenty ante manam mo kudisipoina parvaledu manalo okadu mathram yedagakudadhu...,hate
2060,"Ikkada kontha mandi Paytm langas aduguthunna questions 
Mari vaalani stars chesamu ga 
Orey erripuvvu Lara Star chesthe Assembly Kelli bill pass cheyagalara , poni central gov nunchi nidhulu theppibchagalara 
Teacher vudyog ichi case lu isthamante chala daridranga vuntadi",hate
2061,Orey black mamba ga vallani pedda stars ni chesam ....niyabba entha kulapichi vunntey ela matladathava,hate
2062,Kulaaa pechhe fuuga undeanana,hate
2063,Orey manam cinemalu chudabatte vallu luxury ga brathukunnaru ra,hate
2064,"Nuv Amina chIa ra ,
Buffalo",hate
2065,Norumuyyura pavala,hate
2066,పందులు చేస్తాయి.నువ్వు లావు తగ్గు.,hate
2067,Appara babu ni kulagaji,hate
2068,Meeru emi chestunnaru.sollu matalu tappa,hate
2069,Pora pavala,hate
2070,First puri gariki pattina shane nuvu raku thali rest thisko hayiga,hate
2071,Raaakapoyina parledhu,hate
2072,బ్రేక్ అంటే.... Fucking కే కాదా ఎంజాయ్,hate
2073,పూరీని వదిలేసి పంజాబ్ పో ఇప్పటికైనా బాగుపడతావు లేదా ప్లాప్ హీరో తో ఇంకో సినిమా చై సంకనాకిపోతావు,hate
2074,Chi pove,hate
2075,Konni love stories lo love express cheyyataniki muddu pettukovalsina avasaram undadu.,non-hate
2076,Manchiga kurchoni adugu thammudu,non-hate
2077,Love story muddulu kadu sannivesam site ranam lo scenes lo love chala baga chupicharu movie ,non-hate
2078,Edi mana K.Vishwanadh garu eppudoo ennisarlooo chepparu,non-hate
2079,Muddu scene avasaram emundi.  Valla love kanipistundi ga,non-hate
2080,Baga cheppadu,non-hate
2081,మూవీ మామూలుగా తీయలేదు,non-hate
2082,Acting super undhi ga bro just story lo dammu ledh,non-hate
2083,E pichakuntla comments ndhk ra acting super chesadu.. director falt ani clear ga kanpistuntea..,hate
2084,Nuvu velli record chesava loveda,hate
2085,బాహుబలి వినాయకుడు పెట్టినప్పుడు నోట్లో ఏం పెట్టుకున్నారు ....,hate
2086,Potaru potaru array,hate
2087,Devudimida jokulu vesina avamanichina chala nasta potaru vinayakudito pettukokuda power full god,non-hate
2088,ఈ తొక్కలో సెక్యులరిజం వల్లే బియ్యం డబ్బాల్లో దాక్కుని చస్తారు తర్వాత,hate
2089,జనం. కూడా. మారిపోతే.  చాలా బాగున్ను కదా,non-hate
2090,Nibba reels cheyaku bro,hate
2091,ఎక్కడ నుచి వొస్తాయి బ్రో ఈ ఆలోచనలు,non-hate
2092,Chala ante chala bagundi bro,non-hate
2093,bro ni fututr inka machi position ki veltavu bro super ga editing bro,non-hate
2094,Kindha Midha upu ma Prabhas anna thopu,non-hate
2095,Aaa Voice lo unna rajasa yogame vere level Jai Prabhas Anna,non-hate
2096,Over action aapu,hate
2097,"Na loveda Vikram eedu okka 2,3 cinemalu hit kagaaney Chiranjeevi kanna ekkuva feel ayithunnadu",hate
2098,Mokkam paguludhie,hate
2099,Chattha cinima ra babbu,hate
2100,Edi over action,hate
2101,Telugu vallu ante antha chulakanagaa undha a heroki,hate
2102,హరి హర వీర మల్లు & దసరా మంచి విజయాలు సాధిస్తాయి,non-hate
2103,Nani anna movie marchukovali,non-hate
2104,ఓం నమో నారాయణ,non-hate
2105,ఓం నమో నమః శ్రీ వేంకటేశ్వర స్వామి యో కలియుగ ప్రత్యక్ష దైవం శ్రీ తిరుమల శ్రీవారి పాదాల కు నమస్కారం........శ్రీ  విష్ణు రూపాయ నమః శీవాయా.....,non-hate
2106,Ledhu daddy meere important ani Cinema loki vachestha,non-hate
2107,Overaction tho jaanani confuse chestunnaru ...picchi na k***,hate
2108,Anchor be like: pichi na kdklni andharu ikkade unnaru,hate
2109,Anchor be like: pichi na kdklni andharu ikkade unnaru,hate
2110,Veelu vedi over action,hate
2111,Arey sollu comedy apandraaaa,hate
2112,Edhi yekkadi mass ra mama Jai Bandla Anna,non-hate
2113,Bandla Ganesh thopu dammunte evadina apu,non-hate
2114,Balayya devudu,non-hate
2115,Eeee suma overaction rota ga undi,hate
2116,Liger movie flop  అవ్వాలని కోరుకునే వాళ్ళు ఒక like కొట్టండి bro,hate
2117,Punch veyyalantay...Sunil anna tharuvathayee...yavarina...,non-hate
2118,Punching falaknama tho easy kaadhu,non-hate
2119,Madhi sommu ea kadha vochesthadhi,hate
2120,Nilanti varu okkaru unna mana Desham baguntadi,non-hate
2121,RGV తండ్రికి కండోమ్ వాడుట తెలువదో లేక అప్పుడు కండోమ్ లేదో అందుకే ఇ నా .............. పుట్టాడు,hate
2122,ఇలాంటి సాంగ్స్ ఇంకా ఇంకా కావాలి సూపర్,non-hate
2123,Arjun Reddy slang masthu undhi ,non-hate
2124,Bagaa tension paduthunnavu akkaa...,non-hate
2125,Daniki mekaup mida una sradda abiruddi meda ledayi,hate
2126,మాట్లాడడానికి వనుకుతున్నవూ బిజెపి ది ఏం పికుతవు చెప్పు,hate
2127,Liger movi బాగుంది ,non-hate
2128,Ore teenmar mallanna pedda thopula feel kaku,hate
2129,Orei ep nayala evadu pay chesindu neeku? Politicians ankunda veela meedha paddav,hate
2130,Miku cinemala gurinchi andhuku ra ...nuvvu pettukunna dhukanam anti matladey matter anti,hate
2131,"Aa reporter laffut gaadu....aa girl correct ga ne cheppindhi, first lo ne ఆమె చెప్పింది Virat Kohli ishtam ani l, malli vaade cricket ఎవరంటే ఇష్టం అని అడుగుతున్నాడు, వాడికి అసలు knowledge undho లేదో na doubt",hate
2132,USA lo 200cr value house etla konnav ra nuv evadi abba sommu,hate
2133,Evaru vunauru akada super,non-hate
2134,Yerripooka,hate
2135,Education mukkyam kadu janalani chadinivanadu eerojuallo vadu goppavadu,non-hate
2136,Yes mark lu kanna gnanam sampadhisthe life long panikivasthadhu,non-hate
2137,E over action voddu ra,hate
2138,ఈ సినిమా ప్రమోట్ కోసం ఒక private jet లో కూడా ఎంజాయ్ చేసినట్టు ఒక వీడియో ఉంది.,non-hate
2139,Naa drustilo pspk garu Devudu,non-hate
2140,Samantha ki exposing fame popularity medha una interest family medha ledu emo asal Bollywood lo act ey cheyanu south ante pranam ani interviews lo chepi epudu ah chetha industry ki importance isthundhi ey hero Mahesh Babu Ram Charan allu arjun vala wife's tho exposing vere vala tho chetha scenes cheynisthara andharau valu kalavali ane anukuntunaru gani ami Akshay Kumar ethukuna parledu evaru em chesina parledu anatu mindset adhi popularity anukunta amiki,hate
2141,Andhariki rajamouli rgv inspiration emo naku meere inspiration.....words can do more than action....mee laga knowledge gain cheyyali sir nenu,non-hate
2142,"Ur too intelligent sir, me interviews anni chustanu, yedho oka message istaru sir..",non-hate
2143,"Manaki  ibbandi ochinappudu koncham  sahinchatam
Kastam ochinappudu koncham bharinchadam
 Anandham vachinappudu koncham panchadam",non-hate
2144,Moham lo choodu ...enta kala uttipadutundo...,non-hate
2145,Movie matram modda gudisi potadhiii pakkaa,hate
2146,Bokka la vundi movie,hate
2147,Hindi vallatho sanka nakipothav,hate
2148,Anduke film dobbindii,hate
2149,మీది ఈస్ట్ గోదావరి జిల్లా అంకుంట రాజమౌళి గారు,non-hate
2150,"ప్యాకేజి తీసుకొని  బ్రతికేవాడే 
ప్యాకేజీ  గురించి మాటాడుతున్నారు",non-hate
2151,Sathi nee comedy lo pasa ledhu,hate
2152,Sati ni interviews chuse vallu ipudu evaru leri,hate
2153,Satthi nee comedy irritation ga undi.,hate
2154,Satti erripuk irritating,hate
2155,Nattu gaadu tappu maatladi vundachu Nuvvu peekindhi em ledhu Andaru nomination chesina vaadi valla vachesam antaaru Kaani votes vesedhi audience Idhem logic naaku artham kaaledhu Nuvvu Ashu limits cross chesi maatladaru house lo Adhe inko magadu mimmalni ante pativrathalla pose Em ladies raa swamy,hate
2156,Sravanthi akka don't cry. be strong. V r 4u,non-hate
2157,Waste gadu Natraj is very bad behaviour,hate
2158,natraj chala bad behaviour,hate
2159,ఇలాంటి కమ్మని కబుర్లు చిరంజీవి గారూ మాత్రమే చెప్పగలరు....,non-hate
2160,సూపర్ సార్ చాలా సంతోషం ఆయన గురించి మాట్లాడినందుకు ఒక మంచి వ్యక్తి రావు గోపాల్ రావు గారు,non-hate
2161,అన్నయ్య చెబుతుంటే నోరు ఊరిపోతున్నాది....,non-hate
2162,ఇంట్లో వంటలు వందితె తెలుస్తాయి యే వంటలో ఏంటో అనీ ,non-hate
2163,"Nenu vunnanu,nenu vinnanu,nenu chusanu.... all are eligible for the Oscar level performance",non-hate
2164,Mimmalni chustunte Allu ramalingayyagaru comidy chusinattu vundi malli,non-hate
2165,Hahaha papam aravind garu rathri nidra lo kuda tieup antey bayam vachetatlu undi,non-hate
2166,Maa allu aravind gari comedy super allu sir plz meeru movies loo act cheyandi,non-hate
2167,Allu aravind garilo manchi actor vunnaru hilarious,non-hate
2168,Chachipothe pedakaram poyedhiga andhuku bathikavra,hate
2169,Mulapeta lo 2 years chadhukuna,non-hate
2170,ఏ జన్మలో ఏం పాపం చేసారో..చిరంజీవి గారు ఇలాంటి వారికి జన్మనిచ్చారు..,hate
2171,ఎవరి కొండముచ్చు మొహాలు... ,hate
2172,చీ ఫో మెగా ఫ్యామలీకి పారువ్ తీయడానికి పుటవ్ అని నా అభిప్రాయం,hate
2173,Magadiki aada vesham vesinattundhi Srija. Aa maathranike pelli meedha pelli siggundali.,hate
2174,dhobbey dhobbey antunnav enti. Chiraku dhobbinchadam baga alavatu anukunta. Neeku,hate
2175,ఇలాంటి వీడియోస్ పెట్టి మా పరువు తీయకండి,hate
2176,"Pillala gurinchi alochinchi husband tho kaliste andariki baguntundi, pls take care",non-hate
2177,వాళ్లూ ఎలా ఉంటే మనకు ఎందుకు వాళ్ళ సొంతవిశాయలు,non-hate
2178,Kothaga ee dharidram.  Inka vellu start chesaru,hate
2179,ఛీ.. ఛీ...నాకు చచ్చి పోవలనిపిస్తుంది!!,hate
2180,NTR anna la acting cheyleantey enko  janma ettale evarinaa... Jai NTR anna,non-hate
2181,Dheni bhaga  deangali  rojani,hate
2182,Abbabba em reply echadu boss supper,non-hate
2183,తులసి మొక్క సార్ పవన్ కళ్యాణ్ గారు,non-hate
2184,వెంకీ మామ ఫ్యాన్స్ జై వెంకీ మామ,non-hate
2185,"Bokka spritual, ela champukkunnte years baby",hate
2186,ఇక్కడ కామెడీ ఎక్కడ ఉంది రా బాబు......... మీ over action మీరు.......,hate
2187,Washing powder NIRMA neevu maa mukyamantri awadam maa KARRMA,hate
2188,మామ..ఎప్పుడూ gun రెఢీ గా ఉంచుతాడు..,non-hate
2189,"Oka family motham industry akramincheste prati okkaru ilage matladali ,tappadu.",non-hate
2190,Re endukura overacting thengutunnav,hate
2191,Cheppindi chalu denge bokka,hate
2192,Ee yadava monna balayya nu kuda alage annadu,hate
2193,...A gundey Brathakali Bro,non-hate
2194,మనోడు వెంకీ  బ్యాచ్ ...JOB PAKKA,non-hate
2195,Meku kuda manchi bavisath unntadi,non-hate
2196,వాడు చదవలేదు అని అర్థం అవుతుంది,non-hate
2197,Atluntadhi mannolathini,non-hate
2198,Chillara bokugallu,hate
2199,Nijanga ilanti extraordinary persons untaru ,non-hate
2200,Nijamga ala ante principal urukuntadantava bhayya,non-hate
2201,Ma principal ni antha mata ante internals lo fasak ...,non-hate
2202,Nuvvu nee fake muchatlu,hate
2203,Vinevallu verrypappalithe edina chepthary..nammandi nammandi,hate
2204,Ahh bongule,hate
2205,Erripuk gallu meru,hate
2206,Pedda sollugaadu,hate
2207,Nijamga aadu annada.....veedu kurchoni sollu dhobbuthunnadu.....,hate
2208,Brahmini name yenduku raa...Orey tingaroda as amai paruvu teestunavu,hate
2209,వీడికి ఎక్కడ ఏ మాట్లాడాలో తెలిస్తే ఈ పాటికి ఎమ్మెల్యే అయ్యేవాడు... పాపం బ్రాహ్మణి వీడిని ఎలా భరిస్తుందో ఏంటో,hate
2210,Emana common sense unda ra lokesh niku...aa video ki ni wife name mention cheyadam....first tym anpinchindi nuv nijam ga pappu ani...m,hate
2211,Alaanti goppollaki ilaanti goppolle pudatharu..,non-hate
2212,Meeru ala antunte Goosebumps vastunay sir,non-hate
2213,Malli thintanu antadu chusava adhi comedy,non-hate
2214,Jaffa mega family,hate
2215,Uvvvvvvvvvvvvv  joke bagundi pulka,hate
2216,Meru eppudu Telugu lone matlada Tharu ,non-hate
2217,Anna boss mega star RC 15 ki dance ki andariki punakam ravalla anna,non-hate
2218,జానీ మేటర్ చాలా సూపర్ గా ఇచ్చారు గాడ్ బ్లెస్స్ యు,non-hate
2219,Shekhar gadu endi na ninnu pilchedi..,hate
2220,Anna nv thopu neki sati yevaru leru,non-hate
2221,మంచి ఆన్సర్ ఇచ్చారు బ్రో,non-hate
2222,Chala smart anna nvu....puri sir koduku anioinchukunnav,non-hate
2223,super cover drive puri babu,non-hate
2224,మెగా ఫ్యామిలీ  అంటే నాకు చాలా ఇష్టం  అందులో  మా బాస్  చిరంజీవి  గారు,non-hate
2225,Yadava Veshalu taginchukunte Baguntadi,hate
2226,Gudda balisindara aadiga balayya fans ikkada,hate
2227,Vediki Gudda baga balisindi anukunta..Balayya babu meeda jokes endukura ep,hate
2228,Ne dramalu ayana daggariki velli chey muthipallu ralakodatadu,hate
2229,Chempa pagilddemo,hate
2230,Are Babu niku endukura,hate
2231,Adi gadu bathroom velli vachi kadukkuntunadu,hate
2232,Dance show erripuku chesesaru kadhara comedy zabardast lo cheyandi d lo dance cheyandi erripuku director erripuku editing,hate
2233,I miss your పేరడీ సాంగ్స్ ఇన్ జబర్థస్త్ andi,non-hate
2234,Xlent .....meeku meere saati.....very ,non-hate
2235,ఇప్పుడు ఈయన అందరికీ ట్రాఫిక్ సిగ్నల్స్ గురించి చాలా చక్కగా పాటం చెప్పగలదు ఎందుకంటే గొప్ప గుణపాఠం ని కళ్ళారా వీక్షించారు కాబట్టి,non-hate
